               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  91,            0.070407,            0.055088,            0.028749,             0.20954,             0.55247,             0.31136,            0.088003,            0.065747,            0.036992,            0.026739,           0.0025532,           0.0025532,            0.075053
                  92,            0.069488,             0.05695,            0.029395,             0.69564,              0.2371,             0.29264,            0.096642,            0.066179,            0.036464,            0.026467,           0.0025767,           0.0025767,            0.074777
                  93,            0.076112,             0.04782,            0.029501,             0.69564,              0.2371,             0.29264,            0.096642,            0.066179,            0.036442,            0.026467,           0.0026002,           0.0026002,              0.0745
                  94,            0.066027,            0.051616,            0.027273,             0.89376,             0.18376,             0.30226,            0.081259,            0.064775,            0.036377,            0.026179,           0.0026235,           0.0026235,            0.074224
                  95,            0.069791,            0.053527,            0.028213,             0.89376,             0.18376,             0.30226,            0.081259,            0.064775,            0.036377,            0.026179,           0.0026467,           0.0026467,            0.073947
                  96,            0.067455,            0.043608,            0.028325,             0.23847,             0.63462,             0.32698,              0.1103,            0.063802,            0.036287,             0.02593,           0.0026697,           0.0026697,             0.07367
                  97,            0.074223,             0.05565,            0.028286,             0.29142,             0.63462,             0.36543,            0.093777,            0.065369,            0.035602,            0.025611,           0.0026926,           0.0026926,            0.073393
                  98,            0.070437,            0.044609,            0.026744,             0.29142,             0.63462,             0.36543,            0.093777,            0.065369,            0.035602,            0.025611,           0.0027154,           0.0027154,            0.073115
                  99,            0.069461,            0.038567,            0.027554,             0.35394,             0.60388,             0.36034,              0.1144,            0.063157,            0.035767,            0.025275,            0.002738,            0.002738,            0.072838
                 100,            0.063648,            0.052346,            0.025804,             0.35394,             0.60388,             0.36034,              0.1144,            0.063157,            0.035767,            0.025275,           0.0027605,           0.0027605,             0.07256
                 101,            0.069307,              0.0522,            0.027334,             0.37562,             0.60801,             0.42467,             0.16783,            0.061498,            0.035616,            0.024953,           0.0027828,           0.0027828,            0.072283
                 102,            0.070166,            0.060469,            0.026993,             0.37562,             0.60801,             0.42467,             0.16783,            0.061498,            0.035602,            0.024953,            0.002805,            0.002805,            0.072005
                 103,            0.071121,            0.052767,            0.027252,             0.42614,             0.60897,             0.45733,              0.1615,            0.061436,            0.035226,            0.024516,            0.002827,            0.002827,            0.071727
                 104,            0.067737,            0.048779,            0.025915,             0.42614,             0.60897,             0.45733,              0.1615,            0.061436,            0.035226,            0.024516,           0.0028489,           0.0028489,            0.071449
                 105,            0.070305,             0.05442,            0.026164,              0.4527,             0.58333,             0.45861,             0.16614,            0.061851,            0.034804,            0.024262,           0.0028707,           0.0028707,            0.071171
                 106,            0.068805,            0.054316,            0.026798,              0.4527,             0.58333,             0.45861,             0.16614,            0.061851,            0.034804,            0.024262,           0.0028923,           0.0028923,            0.070892
                 107,            0.064168,            0.051581,            0.025319,             0.48106,             0.63105,             0.45919,             0.15227,            0.060193,            0.034781,            0.024023,           0.0029137,           0.0029137,            0.070614
                 108,            0.068785,            0.066445,            0.025057,             0.48106,             0.63105,             0.45919,             0.15227,            0.060193,            0.034781,            0.024023,            0.002935,            0.002935,            0.070335
                 109,            0.063557,            0.037418,            0.025699,             0.46778,             0.58019,             0.46053,             0.14803,            0.059636,            0.034511,            0.023636,           0.0029562,           0.0029562,            0.070056
                 110,            0.068999,            0.050736,            0.026239,             0.46778,             0.58019,             0.46053,             0.14803,            0.059636,            0.034494,            0.023636,           0.0029771,           0.0029771,            0.069777
                 111,            0.065222,            0.042291,            0.024476,             0.38924,             0.71368,             0.49516,             0.12513,            0.063906,            0.033199,            0.023234,            0.002998,            0.002998,            0.069498
                 112,            0.065696,             0.04325,             0.02471,             0.38924,             0.71368,             0.49516,             0.12513,            0.063906,            0.033184,            0.023234,           0.0030187,           0.0030187,            0.069219
                 113,            0.071274,            0.041191,            0.027161,             0.41891,             0.48077,             0.34329,              0.1034,            0.063906,            0.033056,            0.022857,           0.0030392,           0.0030392,            0.068939
                 114,            0.067604,            0.043178,            0.024465,             0.41891,             0.48077,             0.34329,              0.1034,            0.063906,            0.033056,            0.022857,           0.0030596,           0.0030596,             0.06866
                 115,            0.066865,            0.047062,            0.026114,             0.54281,             0.55699,             0.52688,             0.19344,            0.061815,            0.032774,            0.022607,           0.0030798,           0.0030798,             0.06838
                 116,            0.068456,            0.042676,            0.024443,             0.54281,             0.55699,             0.52688,             0.19344,            0.061815,            0.032791,            0.022607,           0.0030999,           0.0030999,              0.0681
                 117,            0.069213,            0.052218,             0.02536,             0.51366,             0.43311,             0.38039,             0.13339,            0.061527,            0.032825,            0.022284,           0.0031198,           0.0031198,             0.06782
                 118,              0.0648,            0.052165,            0.023139,             0.51366,             0.43311,             0.38039,             0.13339,            0.061527,            0.032825,            0.022284,           0.0031395,           0.0031395,            0.067539
                 119,            0.062858,            0.047135,            0.025445,             0.62061,             0.53257,             0.52947,             0.19404,            0.058756,            0.032774,            0.021954,           0.0031591,           0.0031591,            0.067259
                 120,             0.06481,            0.041427,            0.025184,             0.62061,             0.53257,             0.52947,             0.19404,            0.058756,            0.032774,            0.021954,           0.0031785,           0.0031785,            0.066978
                 121,            0.064277,            0.044094,            0.023661,             0.56215,             0.53419,              0.5046,             0.16172,            0.059931,            0.032196,            0.021534,           0.0031977,           0.0031977,            0.066698
                 122,            0.063778,            0.037552,            0.026756,             0.56215,             0.53419,              0.5046,             0.16172,            0.059931,            0.032196,            0.021534,           0.0032168,           0.0032168,            0.066417
                 123,            0.066658,            0.057767,            0.023416,             0.30718,             0.42308,             0.27249,            0.074445,            0.062783,            0.031387,            0.021118,           0.0032358,           0.0032358,            0.066136
                 124,            0.063064,            0.042919,            0.022977,             0.30718,             0.42308,             0.27249,            0.074445,            0.062783,              0.0314,            0.021118,           0.0032545,           0.0032545,            0.065855
                 125,            0.069217,            0.042085,            0.024319,             0.30718,             0.42308,             0.27249,            0.074445,            0.062783,              0.0314,            0.021118,           0.0032731,           0.0032731,            0.065573
                 126,            0.064709,            0.042819,            0.022673,             0.40772,             0.50346,             0.37016,            0.095497,            0.060791,            0.031419,            0.020841,           0.0032915,           0.0032915,            0.065292
                 127,            0.070239,            0.043609,            0.024001,             0.40772,             0.50346,             0.37016,            0.095497,            0.060791,            0.031419,            0.020841,           0.0033098,           0.0033098,             0.06501
                 128,            0.068523,            0.049363,            0.022557,             0.26952,             0.62909,             0.35399,              0.0916,            0.059442,            0.031411,            0.020498,           0.0033279,           0.0033279,            0.064728
                 129,             0.06582,            0.052254,            0.022946,             0.26952,             0.62909,             0.35399,              0.0916,            0.059442,            0.031411,            0.020498,           0.0033458,           0.0033458,            0.064446
